0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,4.94066e-324
0,9.88131e-324
0,1.4822e-323
0,1.97626e-323
0,2.47033e-323
0,2.96439e-323
0,3.45846e-323
0,3.95253e-323
0,4.44659e-323
0,4.94066e-323
0,5.43472e-323
0,8.89318e-323
0,5.66199e-321
0,1.01087e-318
0,1.78698e-316
0,3.09688e-314
0,5.26124e-312
0,8.76214e-310
0,1.43052e-307
0,2.28948e-305
0,3.59204e-303
0,5.52471e-301
0,8.32993e-299
0,1.23123e-296
0,1.78402e-294
0,2.53414e-292
0,3.5288e-290
0,4.81719e-288
0,6.4466e-286
0,8.45743e-284
0,1.08772e-281
0,1.37143e-279
0,1.69512e-277
0,2.05402e-275
0,2.43998e-273
0,2.84149e-271
0,3.24404e-269
0,3.63085e-267
0,3.98393e-265
0,4.28547e-263
0,4.5193e-261
0,4.67229e-259
0,4.73562e-257
0,4.70559e-255
